"country_code"	"age"	"name"	"1950-1955"	"1955-1960"	"1960-1965"	"1965-1970"	"1970-1975"	"1975-1980"	"1980-1985"	"1985-1990"	"1990-1995"	"1995-2000"	"2000-2005"	"2005-2010"	"2010-2015"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"
900	0	"WORLD"	0.146920751332469	0.132978537062223	0.125110822414224	0.104149983154739	0.0950491210571217	0.0845149798712119	0.0744936148876357	0.0660793114078641	0.0621880869499855	0.0563846041097632	0.0483671909292776	0.0403337181853935	0.0338441006201632	0.0294323233350056	0.0260096283870843	0.0230667816693119	0.0205084698804118	0.0182415059385704	0.016284009060999	0.014605657822024	0.0131605169123575	0.0119504972873383	0.0109238888884493	0.010006064583369	0.00924376767753008	0.00857679931480708	0.00798261590283172	0.00747458509749138	0.00702325198259218	0.00662116606691136
900	1	"WORLD"	0.0230793643342785	0.0203642704405492	0.0189106527425342	0.0151996296473326	0.0128446363120826	0.0114281549471394	0.00968908841523755	0.00835520674574334	0.00784265648661371	0.00708247792135564	0.0057195166205187	0.00438028079139386	0.00344926315529117	0.00304276204454721	0.00269312677354038	0.00236850220328347	0.00206272936875179	0.00178683696044075	0.00155173423392096	0.00135153694118518	0.00118517035504224	0.00105171529933801	0.000944164317945107	0.000849486218459749	0.000773927822219112	0.000708361024432404	0.000653097660522722	0.000607651202746482	0.000567570261849273	0.000530468037696113
900	5	"WORLD"	0.00631296493429648	0.00558983531544424	0.00507215073064519	0.00361593082320228	0.00316120728857746	0.002495121345716	0.00238961115006236	0.00227896279664322	0.00176985536765513	0.00158038178436361	0.0015873877018704	0.00143875307950037	0.00121502618199543	0.00104076470138514	0.000910608818295074	0.000810939955875404	0.000724448122719787	0.000646142829316663	0.000572090344205616	0.000501941906728251	0.000440525234829312	0.000393212212733973	0.000356447780314398	0.000324339954515685	0.000298575904746674	0.000274547155020823	0.00025382747076292	0.000236866840672651	0.000222007710985322	0.000208530347540045
900	10	"WORLD"	0.00362246686075311	0.00311789082510826	0.00284278870152136	0.00192803844555524	0.00167872367097268	0.00141885260004402	0.00122077009235563	0.00118709021024011	0.00112658794483445	0.00100211427385449	0.000953626783320268	0.000923744863541691	0.000845557285880068	0.000755542026765964	0.000659637092058648	0.000582305185159198	0.000520006959046108	0.000466520406720716	0.000420096035149973	0.000376242127148167	0.000335915012255105	0.000302238493433344	0.000275095329891704	0.000251860759480033	0.000232630299809538	0.000215233591998752	0.000200632662751517	0.000187436667140167	0.000175733395761155	0.000165268426330572
900	15	"WORLD"	0.00430254600294082	0.00369952177796648	0.00325154313871269	0.00237599873542054	0.00196286225997964	0.00180519634920047	0.00156437596166356	0.00147092886480481	0.001427151225073	0.0013746133405928	0.00124558607688047	0.00111709671504923	0.00104956765733456	0.000974407562424305	0.000874497575001564	0.000775893837103249	0.000692059483070972	0.000626642763120433	0.000574682762174329	0.000526079434279902	0.000478984343344073	0.000436688726935217	0.000400560725190641	0.000369877006309267	0.000344418565260092	0.000320944208228697	0.000301757017380141	0.000283524205528611	0.000266731576066382	0.000251501704504415
900	20	"WORLD"	0.00525097285921261	0.00454381998605568	0.00398167986962099	0.0030802544500078	0.0024490958277104	0.00224659124841894	0.00199537163779969	0.00184270301729043	0.00175321525809305	0.0017551292948409	0.00170714421778739	0.00148515605402529	0.00129689066378908	0.00122792589335928	0.00114497486222021	0.00104191403370373	0.000934564716790135	0.000845852122320748	0.000781428316957146	0.000724567162384235	0.000668887692124275	0.000617423619086484	0.000570006517039788	0.000528046054496627	0.000492757050835586	0.000460997043561874	0.000435421994697069	0.000410972180790101	0.000387576745832065	0.000365798658087109
900	25	"WORLD"	0.00599615316546221	0.00531611138110908	0.00471215307142605	0.00364274690013676	0.00290797538452015	0.00247641664254206	0.00219134244089204	0.00203745425056902	0.00192338353421845	0.00193822919876317	0.00198907255272427	0.00180240514109034	0.00147196951083214	0.00131816012440609	0.00126326272889531	0.00118969803017071	0.00109119293128074	0.000991133300686656	0.000916016863191125	0.000853460853243623	0.000796311058860821	0.000744013827130652	0.000693842746959375	0.000646021320089596	0.000604049242929672	0.000566122791114955	0.000535805898258231	0.000507512204569935	0.000479564386075746	0.000453163071982765
900	30	"WORLD"	0.00701941417118257	0.00602687356386195	0.00549763186745449	0.00424932507510791	0.0033586473122242	0.00285545599529017	0.00241108717951518	0.00223456516409196	0.00215827829945439	0.00216131369918209	0.00220598565253147	0.00205787809163261	0.00173541253224144	0.0015058847265671	0.00138962078915118	0.00133723568784148	0.00126111475031696	0.00116362897884681	0.00107692353055543	0.00100094334786028	0.00093672146314911	0.000881219053804009	0.000828472116790006	0.000776389824159207	0.000727580667438429	0.000681511242602432	0.000643512461957536	0.000608721208669348	0.000574984892031355	0.000542877816868633
900	35	"WORLD"	0.00805172069784215	0.0072867100067613	0.00631670629616288	0.00498689669341908	0.00394393781391078	0.00338135966669603	0.00294044601755996	0.00261661096020836	0.00253164176093959	0.00256068289464695	0.00254670460562586	0.00233148290655711	0.00203074843282787	0.00186345798702277	0.00170005270114748	0.00158158294608309	0.0015232934444827	0.00144353836692622	0.00135647571447297	0.00126461032660505	0.0011847638273338	0.00111896283695743	0.00105930565072401	0.00100097002693285	0.000944293114443084	0.000887604967123719	0.000836685256450023	0.000790206994470197	0.000746362219772453	0.0007046800963412
900	40	"WORLD"	0.009345322577175	0.0084401660624626	0.00776665889053041	0.00592655226427708	0.00481717438168298	0.00412258123373483	0.00371706558100732	0.00338328385006586	0.00316951663339591	0.00313580994802984	0.0031165710006204	0.0027994218238507	0.00242364489870066	0.00229819160796613	0.00220738464034321	0.00203679225720679	0.00190939289022921	0.00185226579914303	0.00178444574563707	0.00168862065667242	0.00158876061248671	0.00150139873110359	0.00142726870169614	0.0013580723399018	0.00129159363683529	0.00122262988648419	0.00115538429927005	0.00109020383363582	0.00102941005535687	0.000972588058008581
