"country_code"	"age"	"name"	"1950-1955"	"1955-1960"	"1960-1965"	"1965-1970"	"1970-1975"	"1975-1980"	"1980-1985"	"1985-1990"	"1990-1995"	"1995-2000"	"2000-2005"	"2005-2010"	"2010-2015"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"
900	"0"	"WORLD"	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05
900	"1"	"WORLD"	85115.8967413995	86329.9998946969	87227.87865191	88804.9044412566	90016.2147829036	90969.761465912	92000.5303591217	92912.9526235978	93346.465656704	94002.6399690234	94845.1788230172	95658.7804720398	96302.0547759406	96731.1070205122	97059.8088517086	97344.4856039065	97599.1501058056	97833.5719356399	98032.222281061	98202.3694023356	98362.6866579344	98498.305480408	98618.6397279562	98728.0399827885	98822.6243424193	98908.2132552706	98979.4079943404	99043.1677824323	99102.9087146393	99158.0880814091
900	"5"	"WORLD"	78019.1897372007	79964.1414763713	81213.313464258	83613.9850386907	85743.4632816589	87230.387805868	88796.5987311003	90100.5350652596	90685.2887421568	91569.6445412569	92807.1487669198	94058.2314201332	94996.7003753259	95544.8188355092	95981.8098373655	96369.2733885465	96722.9947040971	97049.5547003151	97332.3295743604	97576.1322901639	97805.9922857856	97999.0732783051	98169.4365241231	98324.3057549837	98458.7799357672	98579.5253824252	98678.9711326848	98768.0450345204	98851.1145325954	98928.2044590252
900	"10"	"WORLD"	75518.7202527242	77757.3460898846	79206.5673024745	82125.6479196962	84390.2752404288	86125.230421597	87744.2426828244	89093.0443999796	89868.6399479917	90840.3058257855	92070.520992404	93375.6362211193	94396.4368662025	95009.5002440323	95498.3092348913	95925.0941186917	96309.6864884801	96665.5760571579	96978.6586448404	97254.0632559085	97515.0712023793	97733.6069142997	97925.5850166947	98099.700879479	98251.8387910358	98389.2089286488	98503.0193859363	98605.4118697461	98700.5454139184	98788.9162823828
900	"15"	"WORLD"	74051.19616096	76485.1050233065	78011.6373822179	81309.7931148542	83645.4731997123	85455.1936932818	87151.9818804615	88525.2712017548	89321.7487042976	90340.0895150801	91602.5803665324	92915.066167242	93957.0135141329	94603.286704473	95131.7043264905	95589.4648491479	95996.1550178153	96371.9547872003	96703.991640561	96998.7120878729	97278.7409076682	97514.8372786785	97722.6326965537	97910.1448071977	98074.457946417	98223.6650438041	98348.1278008065	98460.710448657	98565.5661204305	98662.9149572868
900	"20"	"WORLD"	72297.3266478479	74896.1651656509	76576.7234318273	80226.3217375946	82724.3399044368	84566.6263959411	86303.1024509595	87741.4560999666	88565.6962267509	89592.32416341	90920.8317485856	92288.4142855416	93341.242850137	94012.7103917464	94587.3188553147	95087.2502993914	95525.7905820572	95926.8307069961	96280.6116880912	96596.6306291851	96897.8578712575	97155.8555085477	97385.0577278113	97590.7130508253	97771.3956317435	97936.6671531365	98075.7589907816	98203.0111243568	98322.6439969108	98433.9571078569
900	"25"	"WORLD"	70173.633916774	72961.6329588173	74855.4435370309	78827.4949014561	81554.7435405245	83443.9849434852	85154.7540647187	86696.9826536811	87571.5790252282	88576.7932574841	89936.0369976832	91394.8018159064	92508.5134201657	93199.7060494914	93816.2829086845	94364.7188277321	94849.4192154032	95289.7590916913	95674.0922096739	96017.1801954471	96344.4878377363	96630.1593722019	96888.5381812363	97120.4046722568	97325.1669617218	97513.3085309619	97672.6695037224	97820.6378038674	97961.386197348	98093.3527658583
900	"30"	"WORLD"	67946.3601033458	70914.2980767998	73022.5454331393	77261.8291921976	80237.5148494445	82221.0996471011	83906.755910134	85526.6245115516	86440.8611489888	87429.3083154222	88782.2828580389	90301.3656187329	91529.7626863919	92290.6343378079	92940.9483291992	93527.6223853709	94059.05098942	94549.6279837924	94976.0243711019	95352.8282918019	95709.2682697898	96024.7116834591	96315.4722195166	96578.2530169666	96813.1830979172	97029.7617944965	97213.5579831789	97385.4336671339	97550.5366559037	97706.7115758187
900	"35"	"WORLD"	65539.8660190258	68748.2082982834	71014.7627384159	75521.6098698901	78738.8402993694	80836.5186949609	82567.7294190684	84246.6027809605	85124.3638011883	86110.1709177805	87464.5562291248	89030.6598734235	90358.8891518545	91230.7652275036	91959.8601762252	92577.8614462939	93146.0532651045	93688.8745167162	94169.7647095089	94593.0444381592	94985.0824945024	95333.5689937915	95659.9216435294	95957.4487192342	96228.4603049827	96480.1382714897	96694.5465200501	96895.0831319492	97088.2129317107	97272.0959491163
900	"40"	"WORLD"	62782.2814024313	66127.3749152446	68630.7846885452	73432.4169854344	76916.7107618201	79126.3873166058	80954.3693079701	82723.8689084276	83522.46205488	84468.1952102996	85854.4868470305	87532.9264100543	88968.175213834	89909.7170314564	90742.8905958737	91442.1935605335	92038.0029209159	92623.797402689	93164.6063919322	93650.0647191153	94093.2684397696	94483.0699453841	94850.9591253415	95189.002337246	95503.358778818	95799.438335646	96054.6035030342	96293.1087566598	96521.9978507859	96740.4728195731
900	"45"	"WORLD"	59437.3479003959	62884.8652481719	65502.0033666982	70784.4423045204	74536.0164811666	76901.5563874368	78808.4720139217	80718.2245009529	81475.6272141641	82392.5973034512	83785.2421255184	85662.4614079111	87289.0645376498	88274.5254530141	89151.2877892476	89963.070102059	90642.4875186463	91257.0351545999	91846.8486937466	92400.7112125725	92914.0076189238	93364.7918890276	93785.4283214462	94172.0415840394	94538.7138351501	94890.1962034927	95199.9731376071	95491.2781346158	95769.6536515169	96034.7790297515
900	"50"	"WORLD"	55234.2712587266	58858.1071241419	61449.2452346772	67264.342610654	71278.9702730857	73838.6756452614	75839.1968194695	77912.5039924578	78697.0347631132	79636.4592946323	81073.6320187594	83115.0431832289	85029.8177065672	86137.9565818766	87034.3606089584	87888.2351942372	88692.3183127412	89405.2244836114	90029.0602761164	90637.0776864382	91229.1313861922	91767.2791657104	92267.1974096698	92716.8418961968	93147.0146059797	93566.5636675609	93947.6263533118	94312.1969304571	94661.633845823	94994.0980562512
900	"55"	"WORLD"	50045.9711610959	53621.3317339392	56260.8566064649	62617.8733750083	66741.2102316795	69572.7205473629	71645.3542833826	73937.8651005603	74725.9893507226	75818.3552617956	77434.9358435778	79634.2360169401	81780.0514950688	83110.7517003534	84135.8426445312	85007.5248500792	85858.3402155324	86721.5239466878	87475.1375731143	88120.9222834996	88776.7137435607	89417.0034098963	90034.0023794349	90580.7953014723	91093.9959246044	91597.3025801949	92068.2923819214	92529.5007939531	92978.0892521555	93408.5015136219
